2.3235114;-1.2419559;2.756899;-0.16685963;-0.71766543;-0.7451658;-2.3545017;1.6599367;-1.765188;8.12333;17.913324;3.9232621;-2.2046463;2.2028193;9.088297;-1.5542012;0.70824504;1.4342968;6.854068;4.2660503;-0.87049407;0.53078043;-2.5159163;4.6982775;2.1742182;3.2568502;-1.6071731;6.425991;4.9529676;1.6168914;1.2778673;2.3637452;-3.587007;-3.810876;0.79580665;0.8514683;-2.589464;-1.9738268;5.2357745;5.1026497;2.0950196;0.73017406;-0.3098123;0.108931065;-1.1396477;-2.35738;-1.6290876;0.0721519;0.086031914;1.0797386;-0.95956707;1.0603786;-0.079203606;1.1292572;-0.9092188;0.9772644;-0.9156492;0.8900311;0.65427065;1.6765741;0.12167311;0.79935634;-1.0578742;-0.97122216;0.44108677;0.13344431;0.9415201;0.34071827;-3.4136286;-1.5880666;0.29727197;-0.80855584;1.6159556;-2.9736032;-1.5905845;-0.17800331;-1.8132815;0.9994061;2.9425378;-0.22803414;-0.019549608;-0.8200481;-0.84501576;0.39203954;0.032524586;-0.1319232;-0.46916032;-2.099444;0.17427802;1.2295008;-0.9224236;-0.048411608;-3.945864;-0.30211067;2.0077076;-0.6752076;-1.6481147;-1.9055641;-0.8815992;-1.7936819;-3.193574;-2.141337;-1.1571021;-0.46802855;0.17854261;-0.35304284;0.93894386;-3.1837273;-1.1701252;-1.9687618;0.54700065;-0.35644317;-1.310061;-0.3323226;-0.8738055;-0.83137107;-0.116786;-4.5271215;0.16574383;-0.98619294;0.9101126;0.24644637;1.2857031;-1.9634132;1.5883913;-2.6811986;2.0311446;-0.17631865;-2.4692636;-0.04565549;-4.3477306;0.2180574;0.21793914;0.9376581;1.5920897;1.2153671;2.5495994;-0.6485722;0.22213411;-2.5479233;0.45919394;-3.3302846;0.28070712;-2.156133;-2.230844;-0.5737748;-3.3893054;0.05991888;2.8896055;-0.2704363;-0.2854662;0.39568114;-11.027275;
-1.6757475;-4.5020003;-2.0880933;-5.7427893;-4.746832;-4.2225904;-4.6314135;-3.2410684;-5.1696377;-4.300548;-0.7428948;-1.2901365;-6.1574535;-5.614584;-0.31254107;-3.9316018;-4.973094;-2.6713917;-1.6047449;9.959266;-4.802841;-2.1473305;-5.2251573;3.6478655;-1.0465811;-1.0356548;-3.921979;-2.0304282;-2.0488904;-0.15086263;-1.3623376;1.2903061;-6.656492;-5.5097904;-4.3008957;-3.1572838;-3.4524486;-2.6456704;-2.146666;-1.451181;-5.287342;-3.5530498;-5.3876567;-4.72277;-4.13999;-6.122329;-4.400239;-4.393542;-4.1475677;-2.6562283;-4.442471;-5.3356314;-3.325864;-4.025312;-3.7375634;-0.031136632;-0.7451327;0.07625091;-1.2351745;-2.5272698;-3.627967;-3.9392548;-1.8182647;-3.5029838;-4.257575;-4.331726;-4.102936;-2.5665128;-7.4599876;-6.089112;-6.411293;-4.061915;0.20454323;-5.0160103;-0.5747998;-3.8292902;-8.0447855;-2.7825017;-0.54648614;-4.2017946;-5.843072;1.938331;-4.7947435;-0.5455526;-5.0198474;1.5036862;-4.2461343;-3.9004192;-4.2636805;-0.63728714;-3.1665115;-4.3110504;-6.845674;-5.1504703;2.5828269;-0.54155993;-5.0832872;-4.721429;-4.8863535;-6.5532565;-4.8968964;-7.0444193;-5.1438255;-5.1376624;-2.6206837;-5.3551836;-3.6544561;-5.687346;-7.2804737;-4.745558;-3.9052083;-5.9664707;-5.374409;-8.35342;-7.97626;-5.911417;-3.3987956;-9.3406515;-4.874971;-6.5034056;-3.8286746;-3.891753;-3.44588;-5.9558516;-4.191038;-6.67997;-3.71566;-6.0440598;-6.02993;-4.8507633;-11.096565;-4.1016903;-4.5223446;-6.063005;-4.350261;-4.459153;-3.7925773;-5.058711;-7.5201693;-6.146442;-4.208866;-9.580679;-5.860079;-6.855526;-7.2202125;-4.983464;-6.352561;-8.417706;-3.3278213;-4.5995936;-6.3992643;-3.6884305;-1.3463688;
-7.077384;-9.895883;-2.5922456;-5.7118464;-8.288889;-11.2157955;-9.071723;-5.8671093;-4.4464197;-7.5812316;-4.5163245;-5.0347986;-10.013073;-10.134845;-6.1508255;-9.718146;-5.606924;-7.4874825;-6.537941;5.9214835;-7.53971;0.33951378;-10.892151;-1.2570093;-15.254351;-8.22017;-5.643659;-6.2718782;-5.9344015;7.2450595;2.9260228;-0.07802898;-8.058933;-10.50276;-8.05452;-5.387353;-3.6131473;0.41476792;-3.4917636;-4.417741;-4.869065;-8.194308;-8.533821;-9.504254;-9.080089;-6.9473596;-8.699704;-8.626736;-8.286057;-7.7666564;-9.035691;-9.142162;-8.101078;-9.831772;-7.5884705;-5.2504454;-5.3329883;-3.0772922;-5.663954;-6.658619;-8.640603;-6.3734245;-7.3644385;-9.288327;-8.199156;-8.72797;-7.0992618;-6.709641;-11.761814;-9.705021;-8.941702;-8.822652;-3.9424658;-7.565701;-8.768185;-8.156368;-11.6829605;-7.7299156;-3.5245829;-8.970475;-10.819048;-2.1350336;-8.490231;-5.2369156;-8.83887;-3.7330763;-9.254784;-9.278095;-8.189964;-5.30099;-8.328239;-9.016896;-11.188194;-9.828214;-3.733788;-5.770441;-10.113889;-11.129131;-9.141943;-9.378532;-10.114295;-10.058221;-8.618301;-10.196078;-7.677327;-10.125474;-8.594954;-9.829021;-10.653028;-8.533049;-7.9159117;-9.373098;-9.403287;-9.889039;-12.095933;-9.442106;-7.4903603;-13.402861;-8.704691;-10.1316185;-8.049303;-8.368098;-7.5162153;-10.352837;-9.228961;-10.341265;-9.469146;-10.965469;-9.801768;-9.265152;-13.716465;-8.859904;-8.010388;-9.361399;-9.860152;-7.9000025;-7.2727637;-9.087167;-11.15912;-8.96662;-10.219472;-12.517494;-9.679113;-10.877382;-11.991814;-10.042015;-10.816573;-9.977876;-6.91387;-8.547714;-10.505768;-7.936298;3.4406695;
-6.023487;-11.6579895;-2.1517422;-3.3694944;-7.417785;-10.778545;-9.990455;-5.1643863;-3.622579;-7.3351817;-2.7871954;-4.4655414;-9.937434;-9.737324;-7.1716557;-10.134602;-5.186863;-7.526138;-6.1238813;3.5861058;-7.878376;2.9636495;-10.033733;-2.5376062;-16.215828;-10.576801;-3.7897446;-7.369586;-6.3855934;11.901959;5.6145005;0.43668503;-6.579467;-9.588488;-7.965557;-5.5639386;-0.8428789;1.9678624;-2.2108936;-4.3620625;-5.2083435;-7.737927;-5.701788;-8.748194;-8.574432;-6.162958;-8.625208;-7.879121;-8.420143;-8.300373;-8.802948;-8.76854;-8.536974;-9.7542095;-7.217566;-6.687177;-6.9799337;-5.394942;-7.1308002;-6.7094264;-8.614566;-5.1543136;-8.202546;-10.260536;-8.725783;-9.994552;-7.6119456;-8.43979;-12.526173;-9.816173;-8.645464;-8.40842;-5.0173674;-6.59883;-9.583642;-8.517161;-11.890767;-8.014208;-4.942544;-11.128961;-10.222172;-3.8098845;-7.0216203;-7.0547714;-8.145193;-5.631175;-9.050266;-10.376507;-7.7750306;-7.1707745;-9.824309;-8.70851;-12.025245;-9.423615;-5.835687;-6.483074;-9.877365;-12.120777;-8.636938;-10.007039;-11.132921;-8.6814995;-8.030617;-8.895491;-7.797789;-9.313388;-9.032184;-8.819471;-8.813961;-7.781664;-6.2490225;-7.254807;-8.542816;-7.3872066;-10.015339;-8.9893675;-7.898182;-12.343132;-8.131834;-12.476082;-8.806915;-9.211903;-7.2643275;-11.617406;-9.29133;-10.497321;-9.367699;-10.92708;-10.98934;-9.707235;-14.127146;-8.591682;-8.378802;-9.084364;-9.705232;-7.7708807;-7.9904804;-9.110283;-10.731782;-9.914573;-10.087542;-11.802349;-11.243739;-12.361579;-13.127956;-12.363219;-13.121458;-9.418993;-6.225753;-8.4661875;-9.868189;-8.628236;7.138481;
-6.1604843;-12.697024;-2.1908128;-3.7462926;-7.1934485;-12.277918;-11.836542;-4.853002;-3.9140148;-9.3968;-3.3942666;-5.161954;-9.801549;-10.554116;-8.392495;-11.161938;-7.7522335;-8.64283;-5.9167724;2.7875912;-9.32929;6.9144244;-8.7533045;-3.6945062;-11.730477;-8.307184;-0.414356;-10.256369;-7.1068397;15.977396;10.20826;3.0098512;-3.364738;-7.9340367;-7.6648197;-6.673915;3.4788647;6.099122;-4.9879727;-4.6990576;-9.394078;-7.29624;-5.257659;-9.271149;-9.512406;-6.683809;-9.527513;-8.735641;-9.528189;-9.251718;-9.6615;-9.50153;-9.695497;-11.034551;-8.367422;-10.960871;-10.852774;-10.502245;-10.418894;-10.188364;-11.450693;-7.1028757;-10.003778;-10.9829235;-12.051706;-13.684719;-11.322994;-11.079376;-14.760736;-12.392244;-11.87594;-8.372122;-8.316683;-6.5868416;-9.096901;-11.229059;-13.8619;-9.105338;-8.163042;-12.084583;-10.998307;-8.265891;-6.9384427;-11.312771;-8.955895;-9.751859;-9.876541;-14.092304;-8.085288;-10.670778;-13.175009;-9.786371;-15.047998;-10.079174;-9.277193;-8.897879;-10.47462;-14.689409;-8.760429;-12.451523;-13.771215;-9.2768755;-10.295177;-9.4968195;-9.380396;-9.870494;-11.467962;-9.4171295;-10.298235;-8.889288;-7.6516957;-9.616956;-9.51326;-9.6393795;-11.991584;-9.669568;-8.991156;-13.786581;-8.9730835;-15.307756;-9.691139;-12.877085;-8.176572;-15.284085;-10.29063;-13.85956;-11.140673;-13.743315;-14.125665;-11.334164;-18.845007;-9.977992;-12.831508;-13.17158;-10.556717;-11.110117;-11.833738;-10.026585;-15.142175;-12.578857;-10.646681;-13.795031;-13.977175;-14.661663;-14.560494;-14.71673;-15.710831;-11.66386;-7.725667;-9.118688;-10.148071;-9.790147;16.286833;
-6.409255;-12.803595;-1.0684025;-3.987081;-6.5445204;-12.243538;-11.616925;-4.3176293;-5.6668534;-10.338798;-4.0230055;-4.7888536;-8.88858;-10.84649;-8.92661;-11.326506;-8.695198;-8.457443;-5.082443;2.1379876;-9.374211;8.338018;-8.231194;-3.2638435;-5.9267416;-3.4124942;1.2259631;-11.159028;-8.075474;17.791447;12.059294;3.685657;-1.2838805;-6.420149;-8.356302;-7.1534014;4.661421;8.392789;-5.7534547;-5.1178293;-10.242925;-7.042768;-5.0959034;-9.362999;-9.263496;-7.4224215;-9.229905;-7.95115;-9.6980095;-7.9282656;-9.215836;-9.22469;-9.291105;-11.224633;-7.5058312;-11.383129;-11.430733;-11.695881;-10.452035;-10.289295;-11.193531;-10.496624;-9.071325;-10.0306225;-12.114037;-14.701231;-11.668012;-10.369806;-13.796413;-11.854546;-12.231974;-7.899205;-8.414039;-8.299034;-7.909237;-11.136383;-12.555393;-8.014027;-8.75683;-11.126303;-10.884266;-10.10354;-6.8470016;-11.55799;-9.033836;-10.549818;-8.921055;-14.447321;-7.0859537;-11.143341;-13.441899;-8.897874;-15.069998;-9.379852;-10.090315;-8.987905;-9.986884;-14.499832;-7.773593;-12.712825;-13.3750515;-9.07221;-10.221571;-8.810844;-8.477633;-8.975511;-11.1419325;-9.903553;-13.656672;-9.065666;-10.916109;-12.075436;-9.138914;-11.801546;-15.353871;-9.168711;-8.684868;-13.760363;-7.9408226;-15.798455;-9.016799;-13.456095;-7.780248;-16.230232;-9.694065;-14.446476;-10.974501;-14.861713;-14.600476;-10.306764;-19.940617;-9.110933;-13.987095;-13.846521;-9.986304;-11.341068;-11.818949;-8.918658;-16.523735;-12.816785;-9.781212;-13.259979;-13.646812;-14.254591;-13.878208;-13.203178;-15.507999;-11.219185;-7.5925765;-8.222806;-9.152427;-8.026298;27.194967;
-6.3638287;-12.131808;-0.13258961;-4.162716;-6.626609;-11.734539;-10.895511;-3.9118965;-6.3824105;-10.646067;-4.4214907;-4.2587605;-8.093602;-10.412978;-8.397652;-10.199046;-8.018559;-7.8009405;-4.7106895;2.10324;-8.79504;7.227291;-8.495831;-2.7646384;-2.396154;0.46390104;1.5274863;-10.684162;-7.250506;16.848719;10.812669;3.2581632;-1.5774572;-6.2369256;-8.518822;-6.801415;3.4050064;8.428563;-6.5713515;-5.783739;-10.210088;-7.2169366;-4.7988644;-9.865389;-8.905968;-7.3162932;-8.88929;-7.612988;-9.531494;-6.9714403;-8.983679;-9.0086775;-8.603086;-11.187898;-6.8673353;-10.278007;-10.53347;-11.022697;-9.552867;-9.293833;-10.455486;-12.246441;-7.7157745;-8.817406;-11.001961;-14.100325;-10.565037;-8.7156315;-12.643454;-10.727085;-11.6990795;-7.6702647;-7.453085;-9.110582;-7.141883;-10.050369;-10.611923;-7.0077467;-8.897311;-9.7086525;-10.71915;-10.266371;-6.468777;-10.647617;-8.783854;-9.906815;-8.043075;-13.332678;-6.5583124;-10.881486;-12.337643;-7.787074;-14.490957;-8.918898;-9.431942;-8.590295;-9.262018;-13.449513;-7.122885;-11.458327;-12.479235;-8.892308;-10.047711;-8.132717;-7.112715;-8.43957;-10.1631775;-10.146273;-15.123295;-8.769751;-12.781365;-12.242461;-8.855772;-12.090584;-16.958067;-8.4328;-7.4687285;-13.535656;-7.2921925;-15.313487;-8.603535;-12.891792;-7.786072;-15.596022;-9.4958105;-13.762424;-10.697197;-14.677309;-13.749046;-9.523949;-19.179832;-8.402287;-13.867182;-12.571219;-9.558838;-10.186607;-10.591851;-8.483741;-16.430006;-11.986805;-9.128192;-11.905147;-12.562157;-13.1167965;-12.064434;-11.548482;-14.156757;-10.382185;-7.1877546;-7.550047;-8.370829;-6.563139;35.02438;
-5.896777;-11.113862;-0.086483955;-3.8765376;-6.686313;-10.701398;-9.770679;-3.8062067;-6.3726244;-10.338371;-4.8345804;-3.8417501;-7.9571857;-9.539065;-7.303294;-8.878189;-7.2398887;-7.257946;-4.7047434;2.8328197;-8.71974;6.0026827;-7.817352;-2.4867113;-0.16282225;2.1599507;1.5620716;-9.5171585;-5.748659;14.895376;8.691122;2.8427844;-2.3410301;-5.9794044;-7.9124355;-5.9699745;2.1863523;7.815308;-6.6407485;-6.3125334;-9.010719;-7.3576593;-4.4036975;-10.063689;-8.5648;-7.233055;-8.447543;-7.302398;-9.217062;-6.447978;-8.988425;-8.924081;-7.800562;-10.923447;-6.5303946;-9.19425;-9.496361;-9.664031;-8.44419;-8.790125;-10.126119;-12.758728;-6.670987;-8.209705;-9.955481;-13.350765;-9.97079;-7.619068;-11.065346;-9.788208;-11.307432;-7.929579;-6.8028297;-9.276611;-6.125029;-8.949621;-9.143909;-6.1995473;-8.669694;-8.2840605;-10.213828;-9.581502;-6.271187;-9.874329;-8.448263;-8.994543;-7.4158916;-12.186357;-6.222013;-9.684758;-10.787674;-7.2308946;-13.563087;-8.770573;-8.434491;-8.241615;-8.707638;-12.3817425;-6.696347;-9.945738;-11.707176;-8.7212715;-10.0197315;-7.5888777;-6.628004;-8.146252;-9.382839;-9.89303;-14.920341;-8.616326;-13.205467;-11.534036;-8.785932;-11.139133;-17.038128;-7.7031517;-6.4019437;-13.016144;-7.0111594;-14.383238;-8.180618;-12.481499;-7.846019;-14.66622;-9.387243;-13.02385;-10.52126;-14.226183;-12.585619;-8.967699;-18.06841;-8.127405;-13.569708;-10.87241;-9.181487;-9.46376;-9.635697;-8.02421;-16.034061;-11.018058;-8.604246;-10.3949;-11.523856;-11.713282;-10.52591;-10.66612;-13.054413;-10.207319;-6.4515405;-7.32954;-8.431054;-6.088719;37.149715;
-4.7770147;-9.729704;-0.272745;-3.015995;-6.0096216;-9.361788;-8.605213;-3.0581436;-5.8734646;-9.118263;-4.8298507;-2.9500563;-7.686517;-7.7631807;-6.8011656;-7.3870316;-6.286458;-6.4870443;-3.8914824;3.8488944;-8.286221;4.369329;-6.471054;-2.125321;1.2615142;2.7575912;1.6233501;-8.416293;-4.8983307;13.244713;6.8753753;2.061973;-3.0835202;-5.2865176;-7.560274;-5.347694;1.1220118;6.9490056;-5.7100334;-6.05528;-7.666882;-6.873928;-3.6068685;-9.195741;-7.86346;-6.5928946;-7.492904;-6.3059587;-8.141863;-5.4773455;-8.343465;-8.027597;-6.3583813;-9.813026;-5.754148;-7.5862145;-8.039338;-7.9098167;-7.107583;-7.830479;-8.981426;-12.4250555;-5.394872;-7.3304276;-8.619087;-12.544059;-9.024862;-6.944524;-8.635714;-8.635267;-10.527962;-7.3214884;-5.5331955;-9.051395;-4.5868635;-7.7086434;-7.681268;-5.3656297;-7.827321;-6.375846;-8.907334;-8.233685;-5.752743;-8.545273;-7.1709595;-7.4119873;-6.5167704;-10.522915;-5.428748;-8.252378;-9.192289;-6.1301737;-12.034912;-7.9085293;-6.6560006;-7.0248046;-7.9089246;-10.956189;-5.683115;-7.842286;-10.575727;-7.88962;-9.430326;-6.7436466;-6.212016;-7.3001833;-8.379422;-9.162019;-13.615926;-7.7132406;-12.495817;-10.628882;-8.050796;-9.601313;-16.076817;-6.557625;-5.4028587;-12.193152;-6.2671328;-13.316096;-7.1617126;-11.592519;-7.2088585;-13.021641;-8.529453;-11.727411;-9.745866;-13.314493;-10.954082;-7.991835;-16.744946;-7.100795;-12.837887;-8.887691;-8.395657;-8.150549;-7.929452;-7.0800986;-14.959542;-9.807894;-7.395752;-8.944178;-10.599318;-10.283232;-9.155713;-9.590778;-12.156158;-10.022234;-5.255062;-6.3718553;-7.74467;-4.9866095;37.31449;
-4.311863;-8.513266;0.030327559;-1.8451554;-4.4577703;-8.886318;-7.4649343;-1.8680112;-5.450571;-8.139137;-4.0789413;-2.0687027;-6.550665;-5.633079;-6.5068417;-6.4469423;-3.6267912;-5.163777;-2.8835948;3.6714628;-7.6467967;3.3989859;-5.8650293;-2.121274;1.0856323;3.906539;0.83633244;-7.3214417;-4.9096365;12.852152;6.0413322;0.7064793;-2.9998453;-5.0174317;-7.0768948;-4.9290485;0.030685782;6.3717957;-4.105847;-4.5255213;-6.807604;-5.8941464;-2.8899925;-7.172444;-6.4148026;-5.3754425;-5.601956;-4.8572626;-6.186655;-4.150547;-7.2091913;-6.8679676;-4.513467;-8.198063;-4.223364;-6.061781;-6.209157;-6.1491857;-5.6964235;-6.3813148;-7.3833046;-10.462654;-3.452274;-5.860121;-7.215335;-10.984825;-7.0781064;-5.96233;-5.7962713;-6.885657;-9.289482;-5.9838133;-4.40804;-8.086098;-3.8948395;-6.210348;-6.325446;-3.8392901;-6.334503;-4.2752013;-6.8902216;-6.4617405;-4.6621537;-7.3274393;-5.558736;-5.427755;-4.9428453;-8.3567505;-4.1738915;-7.0076327;-7.1612244;-4.0052204;-10.057517;-6.3421206;-4.73735;-5.1221695;-6.767634;-9.603762;-4.207306;-5.898009;-9.252712;-6.639875;-8.694736;-5.391064;-5.5584025;-5.5027;-7.032524;-7.3630085;-11.51395;-5.7840924;-10.926552;-9.671403;-6.8525763;-7.563505;-14.088383;-4.8165092;-4.703106;-10.9821005;-4.9000216;-12.019917;-5.8408837;-9.981994;-6.1502266;-10.864568;-6.8967905;-9.471158;-8.534048;-11.798567;-8.359129;-6.4430475;-14.526838;-5.749428;-10.830768;-6.637388;-7.1551623;-6.9376297;-5.7840815;-5.4839954;-12.824516;-7.835351;-5.432482;-7.1872864;-8.999624;-8.800026;-7.6503277;-8.568743;-10.573299;-8.802509;-4.299439;-4.8651648;-6.5842795;-3.6930516;35.589916;
